path,label,label_name,source,group,duration,split
data/raw/real/yt_0000_p2_part_167.flac,0,real,youtube,yt_0000,5.236984126984127,train
data/raw/real/yt_0000_part_001.flac,0,real,youtube,yt_0000,4.641995464852608,train
data/raw/real/yt_0000_part_002.flac,0,real,youtube,yt_0000,5.79,train
data/raw/real/yt_0000_part_003.flac,0,real,youtube,yt_0000,3.7209977324263037,train
data/raw/real/yt_0000_part_004.flac,0,real,youtube,yt_0000,4.447006802721089,train
data/raw/real/yt_0000_part_005.flac,0,real,youtube,yt_0000,9.442993197278911,train
data/raw/real/yt_0000_part_008.flac,0,real,youtube,yt_0000,6.533015873015873,train
data/raw/real/yt_0000_part_010.flac,0,real,youtube,yt_0000,2.8060090702947846,train
data/raw/real/yt_0000_part_011.flac,0,real,youtube,yt_0000,3.33,train
data/raw/real/yt_0000_part_013.flac,0,real,youtube,yt_0000,4.092993197278911,train
data/raw/real/yt_0000_part_014.flac,0,real,youtube,yt_0000,10.311995464852608,train
data/raw/real/yt_0000_part_015.flac,0,real,youtube,yt_0000,2.804988662131519,train
data/raw/real/yt_0000_part_017.flac,0,real,youtube,yt_0000,3.74,train
data/raw/real/yt_0000_part_019.flac,0,real,youtube,yt_0000,2.8060090702947846,train
data/raw/real/yt_0000_part_020.flac,0,real,youtube,yt_0000,4.980997732426304,train
data/raw/real/yt_0000_part_021.flac,0,real,youtube,yt_0000,5.545986394557823,train
data/raw/real/yt_0000_part_022.flac,0,real,youtube,yt_0000,5.609002267573696,train
data/raw/real/yt_0000_part_024.flac,0,real,youtube,yt_0000,3.9250113378684808,train
data/raw/real/yt_0000_part_025.flac,0,real,youtube,yt_0000,3.949002267573696,train
data/raw/real/yt_0000_part_026.flac,0,real,youtube,yt_0000,3.0419954648526075,train
data/raw/real/yt_0000_part_027.flac,0,real,youtube,yt_0000,4.61498866213152,train
data/raw/real/yt_0000_part_028.flac,0,real,youtube,yt_0000,7.290997732426304,train
data/raw/real/yt_0000_part_029.flac,0,real,youtube,yt_0000,5.74498866213152,train
data/raw/real/yt_0000_part_030.flac,0,real,youtube,yt_0000,9.410997732426305,train
data/raw/real/yt_0000_part_031.flac,0,real,youtube,yt_0000,6.754988662131519,train
data/raw/real/yt_0000_part_033.flac,0,real,youtube,yt_0000,3.044013605442177,train
data/raw/real/yt_0000_part_034.flac,0,real,youtube,yt_0000,6.3139909297052155,train
data/raw/real/yt_0000_part_035.flac,0,real,youtube,yt_0000,3.282018140589569,train
data/raw/real/yt_0000_part_037.flac,0,real,youtube,yt_0000,3.5270068027210884,train
data/raw/real/yt_0000_part_038.flac,0,real,youtube,yt_0000,2.855986394557823,train
data/raw/real/yt_0000_part_039.flac,0,real,youtube,yt_0000,2.9070068027210882,train
data/raw/real/yt_0000_part_042.flac,0,real,youtube,yt_0000,5.952018140589569,train
data/raw/real/yt_0000_part_045.flac,0,real,youtube,yt_0000,3.4539909297052156,train
data/raw/real/yt_0000_part_046.flac,0,real,youtube,yt_0000,4.382993197278911,train
data/raw/real/yt_0000_part_048.flac,0,real,youtube,yt_0000,3.2850113378684807,train
data/raw/real/yt_0000_part_050.flac,0,real,youtube,yt_0000,4.890997732426304,train
data/raw/real/yt_0000_part_051.flac,0,real,youtube,yt_0000,3.3249886621315192,train
data/raw/real/yt_0000_part_052.flac,0,real,youtube,yt_0000,3.0970068027210886,train
data/raw/real/yt_0000_part_053.flac,0,real,youtube,yt_0000,6.137006802721088,train
data/raw/real/yt_0000_part_055.flac,0,real,youtube,yt_0000,3.0870068027210884,train
data/raw/real/yt_0000_part_056.flac,0,real,youtube,yt_0000,6.430997732426304,train
data/raw/real/yt_0000_part_059.flac,0,real,youtube,yt_0000,5.051995464852608,train
data/raw/real/yt_0000_part_060.flac,0,real,youtube,yt_0000,3.3719954648526076,train
data/raw/real/yt_0000_part_061.flac,0,real,youtube,yt_0000,6.433015873015873,train
data/raw/real/yt_0000_part_062.flac,0,real,youtube,yt_0000,3.156984126984127,train
data/raw/real/yt_0000_part_063.flac,0,real,youtube,yt_0000,4.742993197278912,train
data/raw/real/yt_0000_part_064.flac,0,real,youtube,yt_0000,4.221995464852608,train
data/raw/real/yt_0000_part_065.flac,0,real,youtube,yt_0000,4.148004535147392,train
data/raw/real/yt_0000_part_068.flac,0,real,youtube,yt_0000,3.9170068027210885,train
data/raw/real/yt_0000_part_069.flac,0,real,youtube,yt_0000,4.34,train
data/raw/real/yt_0000_part_070.flac,0,real,youtube,yt_0000,3.9319954648526076,train
data/raw/real/yt_0000_part_073.flac,0,real,youtube,yt_0000,3.954988662131519,train
data/raw/real/yt_0000_part_075.flac,0,real,youtube,yt_0000,3.5570068027210886,train
data/raw/real/yt_0000_part_076.flac,0,real,youtube,yt_0000,2.981995464852608,train
data/raw/real/yt_0000_part_077.flac,0,real,youtube,yt_0000,3.691995464852608,train
data/raw/real/yt_0000_part_079.flac,0,real,youtube,yt_0000,5.382993197278911,train
data/raw/real/yt_0000_part_080.flac,0,real,youtube,yt_0000,3.5090022675736963,train
data/raw/real/yt_0000_part_082.flac,0,real,youtube,yt_0000,4.516984126984127,train
data/raw/real/yt_0000_part_084.flac,0,real,youtube,yt_0000,3.144988662131519,train
data/raw/real/yt_0000_part_085.flac,0,real,youtube,yt_0000,11.18498866213152,train
data/raw/real/yt_0000_part_087.flac,0,real,youtube,yt_0000,2.631995464852608,train
data/raw/real/yt_0000_part_088.flac,0,real,youtube,yt_0000,2.734013605442177,train
data/raw/real/yt_0000_part_090.flac,0,real,youtube,yt_0000,3.977981859410431,train
data/raw/real/yt_0000_part_091.flac,0,real,youtube,yt_0000,2.7919954648526075,train
data/raw/real/yt_0000_part_092.flac,0,real,youtube,yt_0000,2.7739909297052154,train
data/raw/real/yt_0000_part_093.flac,0,real,youtube,yt_0000,3.976984126984127,train
data/raw/real/yt_0000_part_094.flac,0,real,youtube,yt_0000,2.7439909297052156,train
data/raw/real/yt_0000_part_098.flac,0,real,youtube,yt_0000,2.74,train
data/raw/real/yt_0000_part_099.flac,0,real,youtube,yt_0000,4.047006802721088,train
data/raw/real/yt_0000_part_100.flac,0,real,youtube,yt_0000,3.0570068027210886,train
data/raw/real/yt_0000_part_101.flac,0,real,youtube,yt_0000,2.546984126984127,train
data/raw/real/yt_0000_part_104.flac,0,real,youtube,yt_0000,3.513990929705215,train
data/raw/real/yt_0000_part_105.flac,0,real,youtube,yt_0000,4.95,train
data/raw/real/yt_0000_part_106.flac,0,real,youtube,yt_0000,2.71,train
data/raw/real/yt_0000_part_108.flac,0,real,youtube,yt_0000,3.0849886621315195,train
data/raw/real/yt_0000_part_114.flac,0,real,youtube,yt_0000,5.46501133786848,train
data/raw/real/yt_0000_part_115.flac,0,real,youtube,yt_0000,2.796984126984127,train
data/raw/real/yt_0000_part_116.flac,0,real,youtube,yt_0000,3.1460090702947845,train
data/raw/real/yt_0000_part_118.flac,0,real,youtube,yt_0000,4.113015873015873,train
data/raw/real/yt_0000_part_119.flac,0,real,youtube,yt_0000,5.008004535147392,train
data/raw/real/yt_0000_part_120.flac,0,real,youtube,yt_0000,4.45498866213152,train
data/raw/real/yt_0000_part_121.flac,0,real,youtube,yt_0000,3.372018140589569,train
data/raw/real/yt_0000_part_122.flac,0,real,youtube,yt_0000,3.2339909297052154,train
data/raw/real/yt_0000_part_125.flac,0,real,youtube,yt_0000,6.459002267573696,train
data/raw/real/yt_0000_part_126.flac,0,real,youtube,yt_0000,12.131995464852608,train
data/raw/real/yt_0000_part_127.flac,0,real,youtube,yt_0000,5.594013605442177,train
data/raw/real/yt_0000_part_130.flac,0,real,youtube,yt_0000,3.1370068027210882,train
data/raw/real/yt_0000_part_137.flac,0,real,youtube,yt_0000,4.690997732426304,train
data/raw/real/yt_0000_part_140.flac,0,real,youtube,yt_0000,7.344013605442177,train
data/raw/real/yt_0000_part_142.flac,0,real,youtube,yt_0000,3.9309977324263037,train
data/raw/real/yt_0000_part_145.flac,0,real,youtube,yt_0000,2.6670068027210885,train
data/raw/real/yt_0000_part_146.flac,0,real,youtube,yt_0000,2.9270068027210883,train
data/raw/real/yt_0000_part_148.flac,0,real,youtube,yt_0000,2.710997732426304,train
data/raw/real/yt_0000_part_149.flac,0,real,youtube,yt_0000,5.859002267573696,train
data/raw/real/yt_0000_part_150.flac,0,real,youtube,yt_0000,3.8160090702947844,train
data/raw/real/yt_0000_part_151.flac,0,real,youtube,yt_0000,6.95,train
data/raw/real/yt_0000_part_152.flac,0,real,youtube,yt_0000,5.3119954648526075,train
data/raw/real/yt_0000_part_153.flac,0,real,youtube,yt_0000,3.58,train
data/raw/real/yt_0000_part_158.flac,0,real,youtube,yt_0000,3.8519954648526076,train
data/raw/real/yt_0000_part_159.flac,0,real,youtube,yt_0000,3.6880045351473925,train
data/raw/real/yt_0000_part_161.flac,0,real,youtube,yt_0000,11.783990929705215,train
data/raw/real/yt_0000_part_162.flac,0,real,youtube,yt_0000,9.1,train
data/raw/real/yt_0000_part_163.flac,0,real,youtube,yt_0000,3.3050113378684807,train
data/raw/real/yt_0000_part_164.flac,0,real,youtube,yt_0000,4.379002267573696,train
data/raw/real/yt_0001_part_001.flac,0,real,youtube,yt_0001,5.002018140589569,val
data/raw/real/yt_0001_part_003.flac,0,real,youtube,yt_0001,5.969002267573696,val
data/raw/real/yt_0001_part_005.flac,0,real,youtube,yt_0001,3.3580045351473924,val
data/raw/real/yt_0001_part_006.flac,0,real,youtube,yt_0001,3.5270068027210884,val
data/raw/real/yt_0001_part_008.flac,0,real,youtube,yt_0001,2.840997732426304,val
data/raw/real/yt_0001_part_010.flac,0,real,youtube,yt_0001,2.920997732426304,val
data/raw/real/yt_0001_part_011.flac,0,real,youtube,yt_0001,4.155986394557823,val
data/raw/real/yt_0001_part_012.flac,0,real,youtube,yt_0001,7.566984126984127,val
data/raw/real/yt_0001_part_013.flac,0,real,youtube,yt_0001,2.56,val
data/raw/real/yt_0001_part_014.flac,0,real,youtube,yt_0001,3.122018140589569,val
data/raw/real/yt_0001_part_016.flac,0,real,youtube,yt_0001,7.238979591836735,val
data/raw/real/yt_0001_part_017.flac,0,real,youtube,yt_0001,9.174013605442177,val
data/raw/real/yt_0001_part_019.flac,0,real,youtube,yt_0001,4.975011337868481,val
data/raw/real/yt_0001_part_021.flac,0,real,youtube,yt_0001,3.7580045351473923,val
data/raw/real/yt_0001_part_023.flac,0,real,youtube,yt_0001,2.7529931972789115,val
data/raw/real/yt_0001_part_024.flac,0,real,youtube,yt_0001,4.238979591836735,val
data/raw/real/yt_0001_part_025.flac,0,real,youtube,yt_0001,6.221995464852608,val
data/raw/real/yt_0001_part_026.flac,0,real,youtube,yt_0001,4.7319954648526075,val
data/raw/real/yt_0002_part_003.flac,0,real,youtube,yt_0002,8.529002267573697,test
data/raw/real/yt_0002_part_004.flac,0,real,youtube,yt_0002,3.435986394557823,test
data/raw/real/yt_0002_part_006.flac,0,real,youtube,yt_0002,4.160997732426304,test
data/raw/real/yt_0002_part_008.flac,0,real,youtube,yt_0002,2.563015873015873,test
data/raw/real/yt_0002_part_009.flac,0,real,youtube,yt_0002,3.5460090702947844,test
data/raw/real/yt_0002_part_012.flac,0,real,youtube,yt_0002,2.870997732426304,test
data/raw/real/yt_0002_part_014.flac,0,real,youtube,yt_0002,2.6129931972789118,test
data/raw/real/yt_0002_part_015.flac,0,real,youtube,yt_0002,5.822993197278912,test
data/raw/real/yt_0002_part_016.flac,0,real,youtube,yt_0002,4.446009070294784,test
data/raw/real/yt_0002_part_017.flac,0,real,youtube,yt_0002,3.1760090702947847,test
data/raw/real/yt_0002_part_019.flac,0,real,youtube,yt_0002,3.7580045351473923,test
data/raw/real/yt_0002_part_021.flac,0,real,youtube,yt_0002,3.8129931972789115,test
data/raw/real/yt_0002_part_026.flac,0,real,youtube,yt_0002,3.809002267573696,test
data/raw/real/yt_0002_part_027.flac,0,real,youtube,yt_0002,3.007981859410431,test
